path	bigsmiles	canonical_bigsmiles
PolymerLit-OA_processed/generic/acsmacrolett/1c00676_f1_2.corrected.mol	OCC{[>][<]OC(=O)C1=CC=C(O1)C(=O)OCC[>][<]}O	[H]OCCO{[<][>]C(=O)c(cc1)oc1C(=O)OCCO[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00682_f1_1.corrected.mol	C{[>][<]CC(C)(C(=O)OCC1CO1)[>][<]}C	[H]C{[<][>]C(C(=O)OCC(O1)C1)(C)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00682_f1_2.corrected.mol	C{[>][<]CC(C)(C(=O)OCC(CNC1=NN=C(S1)SSC1=NN=C(S1)N[R])O)[>][<]}C	C{[>][<]CC(C)(C(=O)OCC(CNC1=NN=C(S1)SSC1=NN=C(S1)N[R])O)[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/1c00682_f1_3.corrected.mol	C{[>][<]CC(C)(C(=O)OCC(O)C)[>][<]}C	[H]C{[<][>]C(C)(C(OCC(C)O)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00686_f2_1.corrected.mol	F{[>][<]C([H])(C=1C(F)=C(C(F)=C(F)C1F)F)[>][<]}C	[H]C{[<][>]C(c(c(F)c1F)c(c(c1F)F)F)[<][>]}F
PolymerLit-OA_processed/generic/acsmacrolett/1c00686_s1_1.corrected.mol	C{[>][<]C(C(=O)O{[>][<]C[>][<]}[Rf])([H])[>][<]}C	[H]C{[<][>]C([<])C(=O)O{[<][>]C[<][>]}[Rf][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00686_s1_2.corrected.mol	C{[>][<]C(C)([H])[>][<]}C	[H]C{[<][>]C(C)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00686_s1_3.corrected.mol	C=CC(O{[>][<]C[>][<]}[Rf])=O	[Rf]{[<][>]C[<][>]}OC(=O)C(=C)[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00686_s1_4.corrected.mol	C{[>][<]C(C1=C(C(=C(C(=C1F)F)F)F)F)([H])[>][<]}C	[H]C{[<][>]C(c(c(F)c1F)c(c(c1F)F)F)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00712_s1_1.corrected.mol	CCCCCCC(OCC{[>][<]C(C(C)=C)C[>][<]}{[>][<]CC(C)(C=C)[>][<]}{[>][<]C/C(C)=C[>][<]}CCOC(=O)CCCCCC)=O	{[][>1]C(C)(C=C)C[<1];[H]CCCCCCC(=O)OC{[<][>]CC=C(C)[<][>]}CC[<1],[H]CCCCCCC(=O)OC{[<][>]CC=C(C)[<][>]}C{[<][>]CC(C(=C)C)[<][>]}C[<1],[>1]COC(=O)CCCCCC[H][]}
PolymerLit-OA_processed/generic/acsmacrolett/1c00712_s1_2.corrected.mol	OC(CO)[C@@](C(C([C@@]=O)O)O){[>][<]O[C@@]1OC(CO)[C@@](C(O)C1O)[>][<]}O	[H]OCC(O)C(C(C(C=O)O)O)O{[<][>]C(C(O)C1O)OC(CO)C1O[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00712_s1_3.corrected.mol	OC(CO)[C@@]({[>][<]O[C@@]1OC(CO)[C@@](C(O)C1O)[>][<]}O)C(O)C(O)[C@@]N(CC#C)C(=O)C	[H]O{[<][>]C(C(O1)CO)C(O)C(O)C1O[<][>]}C(C(C(CN(C(C)=O)CC#C)O)O)C(O)CO[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00712_s1_4.corrected.mol	OCC{[>][<]C(C(=C)C)C[>][<]}{[>][<]CC(C)(C=C)[>][<]}{[>][<]C/C(C)=C[>][<]}CCO	{[][>1]C(C)(C=C)C[<1];[H]OCC{[<][>]C=C(C)C[<][>]}C[<1],[H]OCC{[<][>]C=C(C)C[<][>]}CC(C(=C)C){[<][>]CC(C(=C)C)[<][>]}C[<1],[>1]CO[H][]}
PolymerLit-OA_processed/generic/acsmacrolett/1c00716_f1_1.corrected.mol	CC({[>][<]CC(C(=O)NCCO)[>][<]}SC(=S)SC)(C(=O)OC1=C(C(=C(C(=C1F)F)F)F)F)C	[H]CSC(=S)S{[<][>]C(C(=O)NCCO)C[<][>]}C(C(=O)Oc(c(F)c1F)c(F)c(F)c1F)(C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00758_s1_1.corrected.mol	C=CC({[>][<]OCC[>][<]}OC(=O)C=C)=O	[H]C(=C)C(=O){[<][>]CCO[<][>]}OC(=O)C(=C)[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_a_1.corrected.mol	C{[>][<]C(C(=O)N(C)C)[>],[<]CC(C(=O)O[R])[>][<]}C	C{[>][<]C(C(=O)N(C)C)[>],[<]CC(C(=O)O[R])[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f1_1.corrected.mol	C{[>][<]CC(C(=O)N(C)C)[>],[<]CC(C(=O)O[R])[>][<]}C	C{[>][<]CC(C(=O)N(C)C)[>],[<]CC(C(=O)O[R])[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f1_2.corrected.mol	C{[>][<]CC(C)(C(=O)O{[>][<]CCO[>][<]}C)[>],[<]CC(C)(C(=O)O[R])[>][<]}C	C{[>][<]CC(C)(C(=O)O{[>][<]CCO[>][<]}C)[>],[<]CC(C)(C(=O)O[R])[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f2_1.corrected.mol	COC(CCC({[>][<]CC(C(=O)OCC1CCCO1)[>],[<]CC(C(=O)N(C)C)[>][<]}SC(=S)SCC)(C)C)=O	[H]COC(=O)CCC(C)(C){[<][>]C(C(N(C)C)=O)C[<],[>]C(C(=O)OCC(OC1)CC1)C[<][>]}SC(=S)SCC[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f3_1.corrected.mol	C{[>][<]CC(C(=O)N(C)C)[>],[<]C(C(=O)OCC1CCCO1)C[>][<]}C	[H]C{[<][>]CC(C(N(C)C)=O)[<],[>]C(C(=O)OCC(OC1)CC1)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f3_2.corrected.mol	C{[>][<]CC(C(=O)N(C)C)[>],[<]C(C(=O)OCCCC)C[>][<]}C	[H]C{[<][>]CC(C(N(C)C)=O)[<],[>]C(C(OCCCC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f3_3.corrected.mol	C{[>][<]CC(C(=O)N(C)C)[>],[<]C(C(OCC1=CC=CC=C1)=O)C[>][<]}C	[H]C{[<][>]CC(C(N(C)C)=O)[<],[>]C(C(=O)OCc(cc1)ccc1)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/1c00776_f3_4.corrected.mol	C{[>][<]CC(C(=O)N(C)C)[>],[<]CC(C(=O)OC(C)(C)C)[>][<]}C	[H]C{[<][>]C(C(N(C)C)=O)C[<],[>]C(C(OC(C)(C)C)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00004_f1_1.corrected.mol	C{[>][<]CC(C)(C(=O)OC)[>][<]}[I]	[H]C{[<][>]CC(C)(C(OC)=O)[<][>]}I
PolymerLit-OA_processed/generic/acsmacrolett/2c00004_f1_2.corrected.mol	C{[>][<]CC(C)(C(=O)OC)[>][<]}{[>][<]CC(OCC(C)C)[>][<]}C	[H]{[<][>]CC(OCC(C)C)[<][>]}C{[<][>]C(C)(C(OC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00004_s2_1.corrected.mol	[R]{[>][<]CC(OC)[>][<]}C	[R]{[>][<]CC(OC)[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/2c00004_s3_1.corrected.mol	CCOC(C({[>][<]CC(C)(C(=O)OC)[>][<]}{[>][<]CC(OC)[>][<]}Br)C1=CC=CC=C1)=O	{[][>1]C(C)(C(OC)=O)C[<1];Br[<1],BrC(OC){[<][>]CC(OC)[<][>]}C[<1],[>1]C(c(cc1)ccc1)C(=O)OCC[H][]}
PolymerLit-OA_processed/generic/acsmacrolett/2c00004_s3_2.corrected.mol	CCOC(C({[>][<]CC(C)(C(=O)OC)[>][<]}[I])C1=CC=CC=C1)=O	[H]CCOC(=O)C(c(cc1)ccc1){[<][>]C(C)(C(OC)=O)C[<][>]}I
PolymerLit-OA_processed/generic/acsmacrolett/2c00136_f1_1.corrected.mol	C{[>][<]C(C1=CC=C(C(=C1)OCOC)C1=C(C=C(C=C1)C)OCOC)=C([H])[>][<]}C	[H]C{[<][>]C=C(c(cc1OCOC)ccc1-c(ccc1C)c(c1)OCOC)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00136_f1_2.corrected.mol	C{[>][<]C(C1=CC=C(C(=C1)OCOC)C1=C(C=C(C=C1)C(=O)C)OCOC)=C([H])[>][<]}C	[H]C{[<][>]C=C(c(cc1OCOC)ccc1-c(ccc1C(C)=O)c(c1)OCOC)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00136_f1_3.corrected.mol	C{[>][<]C=C(C1=CC(OCOC)=C(C=C1)C1=C(C=C(C)C=C1)OCOC)[>],[<]C=C(C1=CC(=C(C=C1)C1=C(C=C(C=C1)C)OCOC)C(=O)O)[>][<]}C	[H]C{[<][>]C=C(c(cc1C(=O)O)ccc1-c(ccc1C)c(c1)OCOC)[<],[>]C=C(c(cc2OCOC)ccc2-c(ccc2C)c(c2)OCOC)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00136_f1_4.corrected.mol	C{[>][<]C=C(C1=CC(=C(C=C1)C1=C(C=C(C=C1)C)OCOC)C(=O)O)[>],[<]C=C(C1=CC(OCOC)=C(C=C1)C1=C(C=C(C(=O)C)C=C1)OCOC)[>][<]}C	[H]C{[<][>]C=C(c(cc1C(=O)O)ccc1-c(ccc1C)c(c1)OCOC)[<],[>]C=C(c(cc2OCOC)ccc2-c(ccc2C(C)=O)c(c2)OCOC)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f1_1.corrected.mol	C{[>][<]OCC[>][<]}C	[H]C{[<][>]OCC[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f1_2.corrected.mol	{[][<]CC(C)(C(=O)OC1=CC=CC=C1)[>][<]}Br	{[][>]CC(C(=O)Oc(cc1)ccc1)(C)[<][>]}Br
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_1.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=CC=CC=C1)[>][<]}C	[H]C{[<][>]C(C(=O)Oc(cc1)ccc1)(C)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_2.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=CC=C(C=C1)C)[>][<]}C	[H]C{[<][>]C(C)(C(Oc(cc1)ccc1C)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_3.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=C(C=CC=C1)OC)[>][<]}C	[H]C{[<][>]C(C)(C(Oc(ccc1)c(c1)OC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_4.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=CC(=CC=C1C)C(C)C)[>][<]}C	[H]C{[<][>]C(C)(C(Oc(cc(c1)C(C)C)c(c1)C)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_5.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=C(C=C(C=C1)C(=O)[H])OC)[>][<]}C	[H]C{[<][>]C(C)(C(Oc(ccc1C=O)c(c1)OC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_f2_6.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=C(C=CC=C1OC)OC)[>][<]}C	[H]C{[<][>]C(C)(C(Oc(c(cc1)OC)c(c1)OC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00302_s1_1.corrected.mol	C{[>][<]CC(C)(C(=O)OC1=C(C(=C(C(=C1C)C)C)C)C)[>][<]}Br	[H]C{[<][>]CC(C)(C(Oc(c(C)c1C)c(c(c1C)C)C)=O)[<][>]}Br
PolymerLit-OA_processed/generic/acsmacrolett/2c00359_f1_1.corrected.mol	C{[>][<]SCCCCCCSC(=O)NCCCCCC{[>][<]NC(=O)S{[>][<]CCOCCOCCSCCC(=O)O[R]OC(=O)CCS[>][<]}CCOCC(C)OCCSC(=O)NCCCCCC[>][<]}NC(=O)[>][<]}C	C{[>][<]SCCCCCCSC(=O)NCCCCCC{[>][<]NC(=O)S{[>][<]CCOCCOCCSCCC(=O)O[R]OC(=O)CCS[>][<]}CCOCC(C)OCCSC(=O)NCCCCCC[>][<]}NC(=O)[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/2c00359_f1_2.corrected.mol	C{[>][<]CCC[>][<]}OC1=CC=C(C=C1)C(OC1=C(C=C(C=C1)OC(=O)C1=CC=C(C=C1)O{[>][<]CCC[>][<]}C)C)=O	[H]C{[<][>]CCC[<][>]}Oc(cc4)ccc4C(=O)Oc(cc2)cc(C)c2OC(=O)c(cc1)ccc1OC{[<][>]CCC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00455_f1_1.corrected.mol	CCCN(CCC(NCCCC({[>][<]C[>][<]}C(=O)NCCN([C@](C(=O)NO)CO)S(=O)(=O)C1=CC=C(C=C1)C)=O)=O)CCC(=O)NCCCC(=O){[>][<]C[>][<]}C(=O)NCCN([C@](C(=O)NO)CO)S(=O)(=O)C1=CC=C(C=C1)C	[H]ONC(=O)C(CO)N(S(c(cc2)ccc2C)(=O)=O)CCNC(=O){[<][>]C[<][>]}C(=O)CCCNC(=O)CCN(CCC)CCC(=O)NCCCC(=O){[<][>]C[<][>]}C(=O)NCCN(S(c(cc1)ccc1C)(=O)=O)C(CO)C(=O)NO[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f1_1.corrected.mol	CC(C)(C){[>][<]CC(C)(C(=O)OC)[>][<]}SC(S{[>][<]C[>][<]}C)=S	[H]{[<][>]C[<][>]}CSC(=S)S{[<][>]C(C)(C(OC)=O)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f1_2.corrected.mol	CC({[>][<]CC(C)(C(=O)OC)[>][<]}SC(=S)C1=CC=CC=C1)(C)C	[H]c(cc1)c(cc1)C(=S)S{[<][>]C(C)(C(OC)=O)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f1_3.corrected.mol	CC({[>][<]CC(C)(C(=O)OC)[>][<]}SC(=S)N1N=C(C(=C1C)Cl)C)(CC)C	[H]CCC(C)(C){[<][>]C(C)(C(OC)=O)C[<][>]}SC(=S)n(nc1C)c(c1Cl)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f4_1.corrected.mol	CC({[>][<]CC(C)(C(=O)OC(C)(C)C)[>][<]}SC(=S)C1=CC=CC=C1)(C)C	[H]c(cc1)c(cc1)C(=S)S{[<][>]C(C)(C(OC(C)(C)C)=O)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f4_2.corrected.mol	{[][<]CC(C)(C(=O)O)[>][]}	{[][>]CC(C(=O)O)(C)[<][]}
PolymerLit-OA_processed/generic/acsmacrolett/2c00506_f4_3.corrected.mol	CC({[>][<]CC(C)(C(=O)OCC1CO1)[>][<]}SC(=S)C1=CC=CC=C1)(C)C	[H]c(cc2)c(cc2)C(=S)S{[<][>]C(C(=O)OCC(O1)C1)(C)C[<][>]}C(C)(C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_f3_1.corrected.mol	C{[>][<]C1=CC2=C(C=C1)OC1=C(C2(C2=CC=C(C=C2)CCC[N+1]2(CCCCC2)C)C)C=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc1)cc(c1O1)C(C)(c(cc2)ccc2CCC[N+](CC2)(C)CCC2)c(c1c1)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_f3_2.corrected.mol	C{[>][<]C1=CC2=C(C=C1)OC1=C(C2(C2=CC=C(C=C2)CCC[N+1](C)(C)C)C)C=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc1)cc(c1O1)C(C)(c(cc2)ccc2CCC[N+](C)(C)C)c(c1c1)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_f3_3.corrected.mol	C{[>][<]C1=CC2=C(C=C1)OC1=C(C2(C2=CC=C(C=C2)CCC[N+1]23CCC(CC3)CC2)C)C=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc1)cc(c1O1)C(C)(c(cc2)ccc2CCC[N+](CC2)(CC3)CCC23)c(c1c1)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_s1_1.corrected.mol	C{[>][<]C1=CC2=C(C=C1)OC1=C(C2(C2=CC=C(C=C2)CCCBr)C)C=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc1)cc(c1O1)C(C)(c(cc2)ccc2CCCBr)c(c1c1)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_s1_2.corrected.mol	C{[>][<]C1=CC2=C(C=C1)OC1=C(C2(C2=CC=C(C=C2)CCCC)C)C=C(C=C1)[>][<]}C	[H]C{[<][>]c(cc1)cc(c1O1)C(c(cc2)ccc2CCCC)(C)c(c1c1)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00672_s1_3.corrected.mol	C{[>][<]C1=CC(=C(C=C1)O)C(C1=CC=C(C=C1)CCCBr)(C)C1=C(O)C=CC(=C1)[>][<]}C	[H]C{[<][>]c(ccc4O)cc4C(c(cc2)ccc2CCCBr)(C)c(c(c1)O)cc(c1)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00699_a_1.corrected.mol	C{[>][<]CC(C(=O)OCCC(=O)OC(CN1C=NC2=C(C1=O)C=C(C=C2)Cl)COC1=CC=C(C=C1)CC)[>][<]}C	[H]C{[<][>]C(C(OCCC(OC(COc(cc1)ccc1CC)Cn(c(=O)c1cc2Cl)cnc1cc2)=O)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00699_f2_1.corrected.mol	C=CC(O{[>][<]CCO[>][<]}C)=O	[H]CO{[<][>]CCO[<][>]}C(=O)C(=C)[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_1.corrected.mol	CCO{[>][<][Si](C)(C)O[>][<]}[Si](C)(OCC)C	[H]CCO[Si](C)(C)O{[<][>][Si](C)(C)O[<][>]}CC[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_2.corrected.mol	CC(O[Si](C)(C)O{[>][<][Si](C)(C)O[>][<]}[Si](C)(C)OC(=O)C)=O	[H]CC(=O)O[Si](C)(C)O{[<][>]O[Si](C)(C)[<][>]}[Si](C)(C)OC(=O)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_3.corrected.mol	O[Si](C)(O{[>][<][Si](C)(C)O[>][<]}[Si](C)(C)O)C	[H]O[Si](C)(C)O{[<][>]O[Si](C)(C)[<][>]}[Si](C)(C)O[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_4.corrected.mol	{[][<][Si](C)(C)O[>][]}	{[][>][Si](C)(C)O[<][]}
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_5.corrected.mol	[H][Si](C)(O{[>][<][Si](C)(C)O[>][<]}[Si](C)(C)[H])C	[H]C[Si](C)O{[<][>][Si](C)(C)O[<][>]}[Si](C)C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00701_f2_6.corrected.mol	C=C[Si](C)(O{[>][<][Si](C)(C)O[>][<]}[Si](C)(C)C=C)C	[H]C(=C)[Si](C)(C)O{[<][>]O[Si](C)(C)[<][>]}[Si](C)(C)C(=C)[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00737_f2_1.corrected.mol	C{[>][<]=CC1CCC(C1)C=[>][<]}C	[H]CC{[<][>]C(CC1)CC1CC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00737_f2_2.corrected.mol	C{[>][<]=CC1CC(C(C1C(=O)OC)C(=O)O)C=[>][<]}C	[H]CC{[<][>]C(C(C1C(OC)=O)C(=O)O)CC1CC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00737_s1_1.corrected.mol	O{[>][<]CCO[>][<]}C	[H]OC{[<][>]COC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00737_s1_2.corrected.mol	C{[>][<]=CC1CC(C(C1C(=O)O{[>][<]CCO[>][<]}C)C(=O)O)C=[>][<]}C	[H]CC{[<][>]C(C(C1C(=O)O)C(=O)OC{[<][>]COC[<][>]}[H])CC1CC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00737_s1_3.corrected.mol	C{[>][<]=CC1CC(C2C1C(OC2=O)=O)C=[>][<]}C	[H]CC{[<][>]C(C(C1C2=O)C(O2)=O)CC1CC[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00743_s1_1.corrected.mol	C{[>][<]C(=O)C1=CC=C(O1)C1=CC=C(O1)C(=O)OCCCCCO[>][<]}C	[H]C{[<][>]OCCCCCOC(=O)c(cc2)oc2c(cc1)oc1C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/2c00743_s1_2.corrected.mol	C{[>][<]C(=O)C1=CC(=CO1)C1=COC(=C1)C(=O)OCCCCCO[>][<]}C	[H]C{[<][>]OCCCCCOC(=O)c(oc2)cc2c(co1)cc1C(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00021_c1_1.corrected.mol	OC(CCC({[>][<]CC(C)(C(=O)O)[>][<]}{[>][<]CC(C)(C(=O)OC)[>][<]}{[>][<]CC(C)(C(=O)OCCCC)[>][<]}{[>][<]CC(C1=CC=CC=C1)[>][<]}{[>][<]CC(C1=CC=C(C=C1)C)[>][<]}SC(=S)SC)(C)C)=O	{[][>1]CC(c(cc4)ccc4C)[<1];[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OC)=O)[<][>]}[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}C{[<][>]C(c(cc2)ccc2)C[<][>]}{[<][>]C(c(cc2)ccc2)C[<][>]}C(c(cc1)ccc1)[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OC)=O)[<][>]}C{[<][>]C(c(cc2)ccc2)C[<][>]}{[<][>]C(c(cc2)ccc2)C[<][>]}{[<][>]C(c(cc2)ccc2)C[<][>]}C(c(cc1)ccc1)[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OCCCC)=O)[<][>]}[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OC)=O)[<][>]}CC(C)(C(OC)=O){[<][>]CC(C)(C(OCCCC)=O)[<][>]}{[<][>]CC(C)(C(OCCCC)=O)[<][>]}[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OCCCC)=O)[<][>]}C{[<][>]C(c(cc2)ccc2)C[<][>]}C(c(cc1)ccc1)[<1],[H]OC(=O)CCC(C)(C){[<][>]C(C(=O)O)(C)C[<][>]}{[<][>]CC(C)(C(OC)=O)[<][>]}CC(C)(C(OC)=O){[<][>]CC(C)(C(OCCCC)=O)[<][>]}{[<][>]CC(C)(C(OCCCC)=O)[<][>]}C{[<][>]C(c(cc2)ccc2)C[<][>]}C(c(cc1)ccc1)[<1],[>1]SC(=S)SC[H][]}
PolymerLit-OA_processed/generic/acsmacrolett/3c00044_f1_1.corrected.mol	[X]{[>][<]OCC[>][<]}OCC(CO{[>][<]CCO[>][<]}[X])(CO{[>][<]CCO[>][<]}[X])CO{[>][<]CCO[>][<]}[X]	[X]{[>][<]OCC[>][<]}OCC(CO{[>][<]CCO[>][<]}[X])(CO{[>][<]CCO[>][<]}[X])CO{[>][<]CCO[>][<]}[X]
PolymerLit-OA_processed/generic/acsmacrolett/3c00055_f1_1.corrected.mol	C{[>][<]CC(C)(C(OC)=O)CC(C(OCCCC)=O)[>][<]}C	[H]C{[<][>]C(C(OCCCC)=O)CC(C)(C(OC)=O)C[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00208_f1_1.corrected.mol	[H]{[>][<]O[C@@]1C(C(=O)OCCCC(OC2=C(C=CC(=C2)C)C)=O)O[C@@](C(C1O)O)OC1C(NC)[C@@](OC([C@@]1O)C)O[>][<]}[H]	[H]{[<][>]OC(OC3C)C(NC)C(C3O)OC(C(O)C1O)OC(C(OCCCC(Oc(cc2C)c(cc2)C)=O)=O)C1O[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00208_f1_2.corrected.mol	[H]{[>][<]O[C@@]1C(C(=O)O)O[C@@](C(C1O)O)OC1C(NC)[C@@](OC([C@@]1O)CO)O[>][<]}[H]	[H]{[<][>]OC(OC2CO)C(NC)C(C2O)OC(C(O)C1O)OC(C(=O)O)C1O[<][>]}[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00217_f1_1.corrected.mol	C{[>][<]C=1NB(C=2C(=CC(=CC2C)C)C)C(=CC1)[>][<]}C	[H]C{[<][>]C(B(N1)c(c(C)c2)c(cc2C)C)=CC=C1[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00217_f1_2.corrected.mol	C{[>][<]C=1SC2=C(C1)N1C3=C(SC([R])=C3)C3=C(C=C([R])S3)B1C1=C2SC(=C1)C[>][<]}C	C{[>][<]C=1SC2=C(C1)N1C3=C(SC([R])=C3)C3=C(C=C([R])S3)B1C1=C2SC(=C1)C[>][<]}C
PolymerLit-OA_processed/generic/acsmacrolett/3c00276_f3_1.corrected.mol	C{[>][<]O[C@@]1C(CO)O[C@@]([C@@](C1O)NC(=O)C)[>][<]}C	[H]C{[<][>]C(C(C1O)NC(C)=O)OC(CO)C1O[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00276_f3_2.corrected.mol	C{[>][<]OC(C)CC(=O)[>][<]}C	[H]C{[<][>]OC(C)CC(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00276_f4_1.corrected.mol	C{[>][<]OC1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC(=O)[>][<]}C	[H]C{[<][>]Oc(cc2)ccc2C(C)(C)c(cc1)ccc1OC(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00276_f4_2.corrected.mol	C{[>][<]NCCCCCC(=O)[>][<]}C	[H]C{[<][>]NCCCCCC(=O)[<][>]}C[H]
PolymerLit-OA_processed/generic/acsmacrolett/3c00355_a_1.corrected.mol	C{[>][<]CC(C(=O)OC)[>][<]}C	[H]C{[<][>]C(C(OC)=O)C[<][>]}C[H]
